idventa,numregistro,iddueno,idasesor,FAquisicion,ValorPropiedad
736,13,60,14,31/01/2011,1032212
737,43,125,18,12/05/2001,7313188
738,90,277,31,11/02/2005,3604248
739,42,239,17,21/12/2009,8155021
740,18,116,41,13/04/2007,2964455
741,94,279,48,08/10/2013,4787364
742,78,66,40,06/06/2009,9092303
743,22,54,8,17/09/2002,7085269
744,1,289,47,24/02/2009,9462680
745,24,235,2,10/02/2005,6868004
746,78,142,40,04/08/2009,6393202
747,47,140,17,09/08/2001,5356701
748,41,255,42,13/08/2003,3518947
749,90,161,25,20/12/2010,9993621
750,55,203,38,18/04/2001,1404328
751,3,252,32,21/11/2009,9332619
752,56,230,15,15/12/2010,3724628
753,46,144,6,12/11/2012,9406126
754,21,241,26,26/10/2012,7241549
755,36,232,45,05/10/2005,7790718
756,21,264,30,28/09/2002,5246576
757,33,27,2,11/01/2009,1013599
758,30,135,39,09/05/2005,4011868
759,27,143,13,27/12/2007,9728395
760,83,225,34,30/09/2015,9494610
761,14,9,6,06/09/2010,7905440
762,91,108,41,28/05/2014,7874014
763,86,10,27,09/06/2003,6746081
764,86,131,25,20/11/2007,1777651
765,17,97,16,07/03/2014,9636494
766,100,22,38,21/12/2010,9513855
767,47,89,17,27/09/2016,4923380
768,51,78,20,02/07/2012,3636313
769,11,113,31,23/04/2006,2299221
770,4,18,13,07/04/2011,8042873
771,61,186,6,23/01/2002,3744825
772,70,164,36,25/02/2017,7414440
773,64,9,50,07/04/2010,6953265
774,81,153,30,30/08/2005,6833126
775,97,150,12,19/04/2010,1566613
776,72,268,17,26/12/2015,5724556
777,2,147,26,21/03/2015,8626053
778,22,209,39,31/08/2010,3736517
779,43,42,23,17/07/2004,5091369
780,53,172,4,05/07/2005,6228073
781,60,44,18,27/11/2016,7521105
782,91,58,7,14/11/2000,9510445
783,75,200,26,05/01/2006,6281798
784,88,78,24,23/12/2015,9129600
785,33,233,12,16/03/2015,9510682
786,41,168,17,20/03/2004,8539880
787,87,230,1,01/07/2000,6674846
788,56,32,37,01/11/2011,859801
789,80,174,7,04/03/2014,5390425
790,33,84,41,03/04/2001,4812615
791,26,60,49,21/04/2004,6091384
792,85,186,48,04/06/2004,2973161
793,34,4,18,16/07/2006,3884849
794,65,36,9,08/12/2016,4054605
795,10,289,35,28/04/2009,3614688
796,36,189,13,24/04/2009,7107201
797,10,182,27,19/04/2013,5300771
798,32,272,19,13/12/2016,3827431
799,99,224,9,27/12/2016,713211
800,24,181,27,17/04/2010,2516766
801,66,33,4,07/03/2010,5613820
802,47,197,21,10/07/2010,7573667
803,80,178,18,26/04/2001,5233507
804,79,46,40,22/06/2001,7753155
805,18,6,14,23/05/2017,3466151
806,97,200,10,21/08/2004,3252881
807,78,90,33,20/03/2005,4546696
808,99,184,4,11/03/2007,1167647
809,21,110,47,20/07/2013,7820804
810,32,66,42,12/09/2002,2916858
811,75,192,5,13/10/2007,1513245
812,64,200,18,01/02/2015,3279349
813,31,297,9,11/07/2001,7338193
814,44,246,46,14/04/2001,4178505
815,75,21,50,17/06/2000,1486739
816,69,121,38,13/01/2002,1325044
817,33,128,17,23/07/2006,7646592
818,61,175,2,24/01/2008,9081649
819,60,273,10,18/06/2001,7796363
820,45,83,17,24/02/2012,6892075
821,12,263,19,28/02/2011,5585275
822,99,124,35,17/03/2007,5481227
823,68,55,3,18/09/2016,3419520
824,58,298,19,07/06/2016,531248
825,83,17,27,10/03/2015,5151013
826,48,42,30,01/12/2005,8496641
827,63,73,2,10/10/2009,5538494
828,96,148,42,09/11/2014,676645
829,71,91,48,17/06/2005,7602646
830,39,191,2,26/04/2009,6122196
831,48,129,44,22/04/2010,4050476
832,36,73,25,01/07/2016,9364168
833,68,37,7,26/04/2005,694113
834,80,146,17,07/09/2005,1381612
835,83,179,35,28/10/2005,4905214
836,17,238,33,08/02/2011,4879146
837,57,248,28,16/07/2007,751660
838,94,58,36,23/05/2007,5076252
839,10,265,8,13/04/2004,1568573
840,5,262,36,27/02/2014,4140567
841,6,174,31,08/01/2001,8925442
842,33,125,18,02/06/2006,7347220
843,1,34,10,29/08/2015,945225
844,1,244,6,26/10/2009,4646226
845,76,189,37,04/05/2010,903709
846,65,256,29,15/06/2010,4709145
847,54,230,48,02/05/2011,3498005
848,3,291,5,29/11/2006,898027
849,59,220,36,04/08/2013,2850874
850,99,50,22,06/04/2009,5338557
851,50,225,23,14/01/2017,9097460
852,69,165,28,29/09/2007,7529145
853,53,8,4,14/08/2011,7200299
854,80,68,49,31/08/2015,6239673
855,57,241,47,29/06/2010,8971050
856,67,103,30,16/06/2010,635727
857,15,216,32,22/03/2011,3062379
858,74,146,8,16/01/2002,9649239
859,43,155,8,26/06/2011,5695654
860,15,286,7,23/01/2005,6793649
861,99,108,20,12/12/2005,5179042
862,75,10,7,18/03/2012,620868
863,3,87,33,28/07/2010,1605779
864,88,77,33,29/09/2011,6293119
865,86,263,1,15/04/2015,2603533
866,98,98,30,03/02/2017,9744831
867,61,27,9,06/06/2006,1943310
868,46,56,2,09/10/2016,7369302
869,19,103,7,13/02/2010,3117220
870,8,98,44,20/01/2013,1120410
871,4,124,25,27/12/2009,9973661
872,39,8,26,05/04/2001,8059596
873,70,29,35,16/06/2013,1729785
874,20,255,26,03/01/2013,3005878
875,16,112,30,30/06/2001,5205803
876,61,63,24,16/10/2009,7168811
877,42,90,16,12/01/2010,4024101
878,51,105,33,12/11/2008,672753
879,88,14,43,09/04/2005,8008557
880,64,89,41,12/04/2012,7515298
881,55,26,8,02/09/2010,1477559
882,36,185,21,04/11/2002,4763571
883,99,245,15,28/05/2012,5652879
884,100,224,28,28/08/2015,7525732
885,27,188,23,29/03/2004,980330
886,10,128,40,30/10/2000,9831995
887,88,27,38,15/03/2009,7494123
888,78,162,31,09/09/2003,4558189
889,54,273,26,15/08/2008,9146644
890,69,148,4,02/06/2014,6514669
891,44,195,23,09/07/2016,7718698
892,42,162,35,17/02/2005,969400
893,66,116,46,01/01/2001,1904526
894,95,282,7,19/07/2006,8177391
895,97,281,21,06/08/2001,536222
896,12,114,49,22/09/2007,5083536
897,1,233,25,12/06/2004,6276282
898,19,130,25,29/10/2011,6219420
899,28,109,4,27/04/2007,3054693
900,41,254,44,07/10/2006,5252059
901,73,299,2,07/03/2001,9091211
902,37,184,47,12/04/2001,1498424
903,95,5,24,24/08/2006,7195710
904,59,36,34,10/06/2006,554946
905,77,245,19,16/08/2002,2430802
906,69,230,32,08/04/2012,3225834
907,74,120,40,09/08/2004,6272522
908,25,105,45,03/08/2012,9935288
909,100,120,18,25/04/2011,8891433
910,29,72,31,11/07/2015,6646240
911,97,177,5,07/09/2014,6267223
912,66,142,7,30/04/2016,5124973
913,59,204,32,06/08/2004,7327870
914,7,80,32,01/01/2007,3168349
915,100,156,4,25/04/2008,1874338
916,86,15,43,13/03/2014,5885584
917,8,160,41,28/05/2014,3376883
918,24,228,47,08/11/2005,2480291
919,68,254,38,28/09/2015,5457663
920,39,91,49,24/02/2002,7529909
921,32,90,17,12/06/2005,6522420
922,1,128,46,10/05/2015,5133217
923,28,84,14,15/01/2014,3152357
924,96,225,10,30/04/2012,813982
925,29,158,10,27/08/2002,3407658
926,10,131,17,20/04/2014,7047027
927,17,154,3,24/09/2003,1175240
928,42,198,39,21/11/2002,9010117
929,75,253,50,31/12/2015,8491482
930,57,255,45,03/05/2004,1467580
931,20,169,25,16/04/2007,4968282
932,30,124,48,11/11/2009,5400617
933,38,208,39,26/08/2002,1122912
934,4,138,9,10/12/2002,7820569
935,100,73,21,10/04/2007,7575735
936,21,228,3,14/11/2011,2680628
937,36,67,19,04/10/2002,9320964
938,12,95,11,13/02/2006,3982154
939,13,59,45,01/10/2008,5891525
940,16,280,14,13/10/2004,2978226
941,78,209,44,18/12/2004,1017557
942,5,291,14,07/10/2009,2975142
943,68,170,40,04/04/2005,6027424
944,33,277,19,25/04/2016,9487836
945,43,114,27,27/08/2013,7783270
946,47,15,22,01/05/2002,5087520
947,22,181,28,14/04/2006,7961867
948,2,40,50,15/06/2008,6934954
949,43,269,47,26/08/2016,6077817
950,97,173,44,25/08/2000,7452007
951,39,66,43,27/05/2016,3007578
952,29,203,14,29/03/2005,3554290
953,28,28,7,19/09/2000,9924161
954,4,253,45,12/12/2016,1407720
955,51,108,3,11/11/2010,8078668
956,93,113,10,13/05/2009,3320481
957,83,55,11,23/07/2016,4677556
958,43,298,28,25/11/2005,9725868
959,9,289,39,15/05/2011,3453933
960,63,147,5,29/12/2004,1305832
961,53,202,44,30/04/2014,1339959
962,67,106,13,03/09/2013,6761780
963,8,140,50,18/07/2009,6240343
964,25,98,36,10/12/2001,9348913
965,16,289,40,06/11/2011,2504248
966,22,201,21,10/11/2000,6368686
967,20,50,30,09/04/2013,9673808
968,1,130,9,16/05/2003,1177621
969,95,35,18,27/05/2002,9830696
970,78,163,11,05/03/2008,4162800
971,12,57,11,21/05/2009,1828689
972,89,19,50,20/04/2007,7289668
973,55,212,10,10/09/2000,7939031
974,6,214,40,17/10/2010,3935087
975,8,35,17,31/05/2006,9192993
976,31,293,15,27/01/2009,950064
977,2,14,40,28/07/2004,4825709
978,28,128,34,22/03/2011,4733536
979,64,236,43,01/12/2002,2444049
980,11,68,3,22/11/2008,7029474
981,17,237,10,19/10/2016,7114770
982,80,292,11,08/06/2016,5805619
983,20,102,19,12/11/2002,3685302
984,68,28,4,17/02/2007,1839454
985,39,106,3,14/04/2008,6741564
986,84,3,10,06/11/2004,5711633
987,84,281,25,08/01/2010,9751373
988,19,68,28,08/06/2000,2883826
989,50,186,32,24/03/2013,2183782
990,66,146,13,07/11/2000,4687297
991,51,86,47,20/07/2010,5335288
992,87,170,35,17/10/2001,860343
993,38,161,35,15/08/2015,4509747
994,68,198,10,11/09/2013,4272309
995,22,50,21,08/04/2003,6915525
996,73,161,15,18/09/2006,2387969
997,48,76,6,06/05/2016,8310138
998,86,272,12,06/05/2008,7330658
999,83,230,41,18/09/2009,822207
1000,77,130,10,24/11/2010,9866491
